protocol,latency,hops,oob_interaction,correct
atis,320.408,3,2,1
atis,353.4,2,2,1
atis,243.612,4,2,1
atis,237.914,4,2,1
atis,515.341,6,2,1
atis,287.124,5,2,1
atis,288.543,5,2,1
atis,168.606,6,2,1
atis,307.388,3,2,1
atis,371.863,3,2,1
atis,299.53,4,2,1
atis,150.453,6,2,1
atis,169.843,4,2,1
atis,309.155,7,2,1
atis,331.196,7,2,1
atis,288.893,7,2,1
atis,420.958,3,2,1
atis,358.342,3,2,1
atis,295.92,7,2,1
atis,217.582,6,2,1
atis,155.579,6,2,1
atis,359.772,6,2,1
atis,290.106,4,2,1
atis,244.41,6,2,1
atis,517.33,4,2,1
atis,403.719,4,2,1
atis,210.962,5,2,1
atis,233.083,5,2,1
atis,356.27,4,2,1
atis,386.973,5,2,1
atis,307.023,5,2,1
atis,158.592,4,2,1
atis,517.724,3,2,1
atis,198.394,4,2,1
atis,194.34,4,2,1
atis,332.914,4,2,1
atis,445.884,3,2,1
atis,280.599,4,2,1
atis,248.042,3,2,1
atis,354.467,4,2,1
atis,544.494,5,2,1
atis,301.691,2,2,1
atis,300.247,4,2,1
atis,204.516,6,2,1
atis,358.165,5,2,1
atis,388.178,6,2,1
atis,311.182,6,2,1
atis,340.19,6,2,1
atis,209.101,4,2,1
atis,302.684,5,2,1
atis,226.139,4,2,1
atis,275.692,4,2,1
atis,405.007,4,2,1
atis,393.806,5,2,1
atis,214.623,4,2,1
atis,395.72,4,2,1
atis,364.424,3,2,1
atis,370.511,6,2,1
atis,313.874,3,2,1
atis,397.299,4,2,1
atis,463.772,3,2,1
atis,243.261,4,2,1
atis,288.223,4,2,1
atis,306.494,3,2,1
atis,210.277,4,2,1
atis,391.29,5,2,1
atis,200.113,4,2,1
atis,213.205,3,2,1
atis,265.792,4,2,1
atis,275.72,4,2,1
atis,382.721,4,2,1
atis,212.554,3,2,1
atis,327.758,4,2,1
atis,270.68,3,2,1
atis,269.723,4,2,1
atis,352.247,3,2,1
atis,212.653,4,2,1
atis,330.56,4,2,1
atis,249.381,6,2,1
atis,160.227,5,2,1
atis,398.514,6,2,1
atis,383.658,5,2,1
atis,226.743,4,2,1
atis,346.906,5,2,1
atis,207.066,4,2,1
atis,374.098,4,2,1
atis,296.194,4,2,1
atis,270.572,5,2,1
atis,396.067,4,2,1
atis,285.963,4,2,1
atis,277.126,3,2,1
atis,206.973,4,2,1
atis,578.106,3,2,1
atis,270.999,4,2,1
atis,273.25,3,2,1
atis,318.922,3,2,1
atis,295.413,4,2,1
