protocol,latency,hops,oob_interaction,correct
cpex,504.281,4,2,1
cpex,623.109,3,2,1
cpex,673.815,4,2,1
cpex,631.703,3,2,1
cpex,651.257,5,2,1
cpex,617.955,3,2,1
cpex,591.235,5,2,1
cpex,629.371,5,2,1
cpex,572.005,5,2,1
cpex,622.921,4,2,1
cpex,802.84,6,2,1
cpex,521.254,6,2,1
cpex,613.206,2,2,1
cpex,717.361,6,2,1
cpex,509.109,6,2,1
cpex,631.448,5,2,1
cpex,644.61,6,2,1
cpex,625.24,5,2,1
cpex,595.095,6,2,1
cpex,613.625,3,2,1
cpex,474.953,4,2,1
cpex,408.522,4,2,1
cpex,730.103,7,2,1
cpex,673.663,7,2,1
cpex,620.177,4,2,1
cpex,585.711,5,2,1
cpex,629.52,5,2,1
cpex,591.675,5,2,1
cpex,430.859,6,2,1
cpex,781.824,4,2,1
cpex,594.308,3,2,1
cpex,536.201,5,2,1
cpex,610.784,3,2,1
cpex,727.592,7,2,1
cpex,601.461,2,2,1
cpex,583.852,5,2,1
cpex,635.308,4,2,1
cpex,653.459,6,2,1
cpex,495.92,3,2,1
cpex,582.353,5,2,1
cpex,623.047,3,2,1
cpex,601.156,6,2,1
cpex,565.024,6,2,1
cpex,575.25,4,2,1
cpex,639.174,7,2,1
cpex,804.486,6,2,1
cpex,701.601,4,2,1
cpex,611.734,5,2,1
cpex,605.997,4,2,1
cpex,1469.012,6,4,1
cpex,788.158,5,4,1
cpex,721.547,4,2,1
cpex,635.368,6,2,1
cpex,498.112,5,2,1
cpex,541.241,4,2,1
cpex,502.249,3,2,1
cpex,548.651,4,2,1
cpex,1234.793,6,4,1
cpex,562.049,4,2,1
cpex,579.333,3,2,1
cpex,645.503,5,2,1
cpex,618.588,5,2,1
cpex,615.344,4,2,1
cpex,593.881,5,2,1
cpex,614.952,2,2,1
cpex,768.035,4,2,1
cpex,645.252,4,2,1
cpex,564.499,4,2,1
cpex,385.097,3,2,1
cpex,1505.091,5,4,1
cpex,1143.299,6,4,1
cpex,1104.187,4,4,1
cpex,1352.097,6,4,1
